sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,pop
VBS70326-7065STDY13152851,C0896,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,37.17,37,38,37.3,37,38,36.88,37,38,36.68,37,38,37.18,37,38,38.48,37,38,0.942,0.02086,0.252,109.371,0.002,0.093,0.103,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70326-7065STDY13152851_bissau
VBS79250-7065STDY13144935,1323_2139,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.39,39,39,38.7,39,39,38.16,39,39,38.2,39,40,38.24,39,39,39.06,38,38,0.946,0.02073,1.346,2281.021,0.001,0.233,0.225,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS79250-7065STDY13144935_bissau
VBS70257-7065STDY13152774,C0377,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,46.1,47,48,47.09,47,48,45.88,47,48,45.4,46,48,45.67,47,48,46.77,46,47,0.947,0.01999,0.276,179.454,0.001,0.152,0.131,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70257-7065STDY13152774_bissau
VBS70308-7065STDY13152833,C0937,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,36.02,36,37,36.39,37,37,35.91,37,37,35.59,36,37,35.88,36,37,36.66,36,36,0.944,0.02174,1.045,1594.457,0.001,0.124,0.091,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70308-7065STDY13152833_bissau
AG0102-C,2538,Martin Donnelly,"Gambia, The",Njabakunda,2011,8,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,16.09,15,15,15.99,15,15,16.09,15,15,15.78,15,15,15.99,15,15,17.1,16,15,0.918,0.022,1.858,1362.396,0.0011505273250239,0.0986321094312455,0.070364238410596,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_08,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_08,GM-N_Central-Badibu_biss_2011_Q3,AG0102-C_bissau
VBS70247-7065STDY13152764,C0402,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,37.42,38,39,37.68,38,39,37.36,38,39,36.91,38,39,37.17,38,39,38.52,38,38,0.942,0.0218,0.237,104.019,0.001,0.097,0.064,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70247-7065STDY13152764_bissau
VBS70242-7065STDY13152759,C0321,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,46.61,47,49,47.04,48,48,46.67,48,49,45.95,47,48,46.36,47,49,47.32,47,48,0.944,0.02169,0.324,240.98,0.001,0.114,0.082,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70242-7065STDY13152759_bissau
AG0226-C,2724,Martin Donnelly,"Gambia, The",Njabakunda,2011,10,13.55,-15.9,F,AG1000G-GM-A,3.0,4,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,25.95,26,26,25.99,26,26,25.94,26,26,25.6,26,26,25.74,26,26,27.04,26,26,0.934,0.021,4.21,6847.738,0.0011503067484662,0.0973514674302075,0.110469909315746,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_10,GM-N_biss_2011_Q4,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_10,GM-N_Central-Badibu_biss_2011_Q4,AG0226-C_bissau
VBS79193-7065STDY13144876,1323_2081,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.66,39,40,38.98,39,40,38.58,39,40,38.35,39,40,38.44,39,40,39.28,38,39,0.942,0.02188,0.346,219.151,0.001,0.116,0.078,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS79193-7065STDY13144876_bissau
VBS79152-7065STDY13144834,1323_2040,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.42,40,41,39.76,40,41,39.42,40,41,39.15,40,41,39.05,40,41,40.05,40,40,0.942,0.02174,0.43,321.381,0.001,0.129,0.102,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS79152-7065STDY13144834_bissau
VBS79209-7065STDY13144892,1323_2097,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,32.27,32,33,32.61,33,33,32.08,32,33,32.02,32,33,32.07,32,33,32.93,32,32,0.946,0.02072,1.182,1560.385,0.002,0.189,0.186,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS79209-7065STDY13144892_bissau
VBS70293-7065STDY13152818,C0488,Alfred Amambua-Ngwa,"Gambia, The",Njaba Kunda,2021,9,13.56,-15.917,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.34,40,40,39.51,40,40,39.39,40,41,38.76,39,40,38.96,39,40,40.77,40,40,0.944,0.02099,0.272,126.427,0.001,0.11,0.124,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2021,GM-N_biss_2021_09,GM-N_biss_2021_Q3,GM-N_Central-Badibu_biss_2021,GM-N_Central-Badibu_biss_2021_09,GM-N_Central-Badibu_biss_2021_Q3,VBS70293-7065STDY13152818_bissau
AG0232-C,2761,Martin Donnelly,"Gambia, The",Njabakunda,2011,10,13.55,-15.9,F,AG1000G-GM-A,3.0,4,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,35.08,35,36,35.24,35,36,35.01,35,36,34.72,35,36,34.76,35,36,36.34,35,35,0.936,0.021,0.338,226.273,0.0009584052137243,0.0868005738880918,0.0983471074380165,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_10,GM-N_biss_2011_Q4,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_10,GM-N_Central-Badibu_biss_2011_Q4,AG0232-C_bissau
VBS79226-7065STDY13144910,1323_2114,Alfred Amambua-Ngwa,"Gambia, The",Ndemban Tenda,2019,10,13.208,-16.344,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,31.19,31,32,31.79,32,32,31.09,31,32,30.84,31,32,30.79,31,32,31.7,31,31,0.942,0.02008,1.101,1197.523,0.001,0.128,0.081,gambcolu,gambiae,gambiae,GMB,Brikama,GM-W,Foni Brefet,bissau,GM-W_biss_2019,GM-W_biss_2019_10,GM-W_biss_2019_Q4,GM-W_Foni-Brefet_biss_2019,GM-W_Foni-Brefet_biss_2019_10,GM-W_Foni-Brefet_biss_2019_Q4,VBS79226-7065STDY13144910_bissau
AG0121-C,2557,Martin Donnelly,"Gambia, The",Njabakunda,2011,8,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,32.73,33,33,32.79,33,33,32.64,33,33,32.39,32,33,32.42,32,33,34.18,33,33,0.934,0.02,0.473,381.805,0.0007661367554108,0.1247296322999279,0.0922693266832917,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_08,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_08,GM-N_Central-Badibu_biss_2011_Q3,AG0121-C_bissau
AG0450-CW,009-1026,Beniamino Caputo,"Gambia, The",Sare Samba Sowe,2006,8,13.583,-15.9,UKN,AG1000G-GM-B,3.0,3,AG1000G-GM-2,https://www.malariagen.net/partner_study/AG1000G-GM-2,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,41.64,30,16,42.48,31,17,41.46,30,16,37.41,27,16,39.93,30,18,51.77,32,250,0.93,0.021,0.771,726.219,0.0017234775947912,0.0503597122302158,0.0522388059701492,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2006,GM-N_biss_2006_08,GM-N_biss_2006_Q3,GM-N_Central-Badibu_biss_2006,GM-N_Central-Badibu_biss_2006_08,GM-N_Central-Badibu_biss_2006_Q3,AG0450-CW_bissau
AG0221-C,2719,Martin Donnelly,"Gambia, The",Njabakunda,2011,10,13.55,-15.9,F,AG1000G-GM-A,3.0,4,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,30.82,31,31,30.83,31,31,30.68,31,31,30.47,30,31,30.62,30,31,32.26,31,31,0.931,0.021,0.711,612.726,0.0007658433850277,0.0763688760806916,0.0872093023255814,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_10,GM-N_biss_2011_Q4,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_10,GM-N_Central-Badibu_biss_2011_Q4,AG0221-C_bissau
VBS78400-7065STDY13144057,1323_1279,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.8,39,40,39.12,39,40,38.8,39,40,38.38,39,40,38.83,39,40,38.84,38,39,0.946,0.02089,0.41,320.045,0.002,0.121,0.139,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS78400-7065STDY13144057_bissau
VBS79249-7065STDY13144934,1323_2138,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.63,39,39,38.97,39,39,38.25,39,39,38.3,39,40,38.72,39,39,39.27,38,38,0.943,0.02075,0.316,153.187,0.001,0.113,0.086,gambcolu,gambiae,gambiae,GMB,Kuntaur,GM-M,Niani,bissau,GM-M_biss_2019,GM-M_biss_2019_10,GM-M_biss_2019_Q4,GM-M_Niani_biss_2019,GM-M_Niani_biss_2019_10,GM-M_Niani_biss_2019_Q4,VBS79249-7065STDY13144934_bissau
AG0170-C,2637,Martin Donnelly,"Gambia, The",Njabakunda,2011,9,13.55,-15.9,F,AG1000G-GM-A,3.0,3,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,32.09,32,32,32.23,32,32,31.81,32,32,31.89,32,32,31.87,32,32,33.38,32,32,0.932,0.021,0.476,352.574,0.0017234775947912,0.0922190201729106,0.0988372093023255,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_09,GM-N_biss_2011_Q3,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_09,GM-N_Central-Badibu_biss_2011_Q3,AG0170-C_bissau
AG0203-C,2701,Martin Donnelly,"Gambia, The",Njabakunda,2011,10,13.55,-15.9,F,AG1000G-GM-A,3.0,4,AG1000G-GM-1,https://www.malariagen.net/partner_study/AG1000G-GM-1,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,38.43,38,39,38.48,38,38,38.01,38,39,38.17,38,39,38.3,38,39,40.15,38,38,0.931,0.021,0.271,157.518,0.0007665772326561,0.1231988472622478,0.0497512437810945,gambcolu,gambiae,gambiae,GMB,Kerewan,GM-N,Central Badibu,bissau,GM-N_biss_2011,GM-N_biss_2011_10,GM-N_biss_2011_Q4,GM-N_Central-Badibu_biss_2011,GM-N_Central-Badibu_biss_2011_10,GM-N_Central-Badibu_biss_2011_Q4,AG0203-C_bissau
VBS47917-6366STDY9854515,W2520,Kevin Opondo,"Gambia, The",Tallinding,2019,9,13.437,-16.67,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,35.29,35,36,35.13,35,35,35.76,36,37,34.38,35,35,35.28,35,36,36.13,35,36,0.902,0.0302,0.503,755.177,0.9919215233698788,0.4536817102137767,0.4489051094890511,arabiensis,,arabiensis,GMB,Kanifing,GM-W,Jeshwang,arabiensis,GM-W_arab_2019,GM-W_arab_2019_09,GM-W_arab_2019_Q3,GM-W_Jeshwang_arab_2019,GM-W_Jeshwang_arab_2019_09,GM-W_Jeshwang_arab_2019_Q3,VBS47917-6366STDY9854515_arabiensis
VBS77629-7065STDY13143251,1323_0433,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,8,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,26.14,26,27,26.43,26,26,26.26,26,27,26.09,26,27,26.15,26,27,25.2,24,25,0.907,0.02958,1.923,4671.096,0.977,0.47,0.464,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Sami,arabiensis,GM-M_arab_2019,GM-M_arab_2019_08,GM-M_arab_2019_Q3,GM-M_Sami_arab_2019,GM-M_Sami_arab_2019_08,GM-M_Sami_arab_2019_Q3,VBS77629-7065STDY13143251_arabiensis
VBS79268-7065STDY13144954,1323_2157,Alfred Amambua-Ngwa,"Gambia, The",Kanuma,2019,10,13.501,-16.505,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.89,40,41,40.42,41,41,40.07,41,41,39.87,41,41,40.19,41,41,37.34,37,38,0.903,0.0302,0.263,284.02,0.992,0.453,0.447,arabiensis,,arabiensis,GMB,Kerewan,GM-N,Lower Niumi,arabiensis,GM-N_arab_2019,GM-N_arab_2019_10,GM-N_arab_2019_Q4,GM-N_Lower-Niumi_arab_2019,GM-N_Lower-Niumi_arab_2019_10,GM-N_Lower-Niumi_arab_2019_Q4,VBS79268-7065STDY13144954_arabiensis
VBS68618-6411STDY13142639,1270_0174,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,8,13.318,-14.165,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.91,41,42,40.3,41,42,40.75,42,43,39.16,40,41,39.69,41,42,38.52,38,41,0.903,0.03018,0.28,404.47,0.992,0.459,0.454,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_08,GM-U_arab_2019_Q3,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_08,GM-U_Tumana_arab_2019_Q3,VBS68618-6411STDY13142639_arabiensis
VBS47737-6366STDY9854346,C0815,Kevin Opondo,"Gambia, The",Sankulay kunda,2019,9,13.514,-14.762,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,33.52,33,34,33.56,33,34,34.31,34,35,32.61,33,34,33.1,33,34,33.97,33,34,0.901,0.03017,0.539,738.372,0.9905859750240154,0.451510333863275,0.445054945054945,arabiensis,,arabiensis,GMB,Janjanbureh,GM-M,Lower Fuladu West,arabiensis,GM-M_arab_2019,GM-M_arab_2019_09,GM-M_arab_2019_Q3,GM-M_Lower-Fuladu-West_arab_2019,GM-M_Lower-Fuladu-West_arab_2019_09,GM-M_Lower-Fuladu-West_arab_2019_Q3,VBS47737-6366STDY9854346_arabiensis
VBS48079-6366STDY9854679,E2285,Kevin Opondo,"Gambia, The",Sabi,2019,9,13.237,-14.196,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,30.16,30,31,30.29,30,31,30.89,31,31,29.6,30,30,29.79,30,30,29.72,29,30,0.899,0.03016,0.793,1172.69,0.9917339484813532,0.4589257503949447,0.4534671532846715,arabiensis,,arabiensis,GMB,Basse,GM-U,Basse,arabiensis,GM-U_arab_2019,GM-U_arab_2019_09,GM-U_arab_2019_Q3,GM-U_Basse_arab_2019,GM-U_Basse_arab_2019_09,GM-U_Basse_arab_2019_Q3,VBS48079-6366STDY9854679_arabiensis
VBS77923-7065STDY13143567,1323_0748,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.66,30,31,29.95,30,31,30.12,30,31,28.79,29,30,29.19,30,30,30.61,30,31,0.898,0.03005,0.205,194.661,0.991,0.455,0.451,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_10,GM-U_arab_2019_Q4,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_10,GM-U_Tumana_arab_2019_Q4,VBS77923-7065STDY13143567_arabiensis
VBS69900-7065STDY13152343,051-5,Alfred Amambua-Ngwa,"Gambia, The",Tankular,2005,10,13.418,-16.035,F,1323-VO-GM-NGWA-VMF00235,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,33.86,34,35,34.21,34,35,34.24,35,35,33.54,34,35,33.89,34,35,32.42,32,33,0.901,0.03013,0.161,127.018,0.988,0.455,0.449,arabiensis,,arabiensis,GMB,Mansakonko,GM-L,Kiang West,arabiensis,GM-L_arab_2005,GM-L_arab_2005_10,GM-L_arab_2005_Q4,GM-L_Kiang-West_arab_2005,GM-L_Kiang-West_arab_2005_10,GM-L_Kiang-West_arab_2005_Q4,VBS69900-7065STDY13152343_arabiensis
VBS78830-7065STDY13144501,1323_1714,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,37.05,37,38,37.55,38,38,37.28,38,38,36.91,38,39,37.24,38,38,35.0,34,36,0.902,0.03015,0.177,192.23,0.989,0.459,0.454,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Niani,arabiensis,GM-M_arab_2019,GM-M_arab_2019_10,GM-M_arab_2019_Q4,GM-M_Niani_arab_2019,GM-M_Niani_arab_2019_10,GM-M_Niani_arab_2019_Q4,VBS78830-7065STDY13144501_arabiensis
VBS78740-7065STDY13144408,1323_1623,Alfred Amambua-Ngwa,"Gambia, The",Niawurulung,2019,10,13.733,-15.01,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.79,30,31,30.12,30,30,30.0,30,31,29.5,30,31,29.82,30,31,28.8,28,29,0.901,0.03006,0.143,111.062,0.995,0.454,0.45,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Nianija,arabiensis,GM-M_arab_2019,GM-M_arab_2019_10,GM-M_arab_2019_Q4,GM-M_Nianija_arab_2019,GM-M_Nianija_arab_2019_10,GM-M_Nianija_arab_2019_Q4,VBS78740-7065STDY13144408_arabiensis
VBS79206-7065STDY13144889,1323_2094,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.81,30,30,30.19,30,31,30.0,30,30,29.72,30,31,29.86,30,31,28.34,27,28,0.9,0.03022,0.276,214.572,0.991,0.457,0.452,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Niani,arabiensis,GM-M_arab_2019,GM-M_arab_2019_10,GM-M_arab_2019_Q4,GM-M_Niani_arab_2019,GM-M_Niani_arab_2019_10,GM-M_Niani_arab_2019_Q4,VBS79206-7065STDY13144889_arabiensis
