pos id distance(cM) cumulative(cM) rate(cM/Mb)
15367541 sid26232 0.000396 15.346348 1.00
15367719 sid26233 0.000178 15.346526 1.00
15367964 sid26234 0.000245 15.346771 1.00
15368255 sid26235 0.000291 15.347062 1.00
15368607 sid26237 0.000352 15.347414 1.00
15368836 sid26238 0.000229 15.347643 1.00
15369138 sid26239 0.000302 15.347945 1.00
15369340 sid26240 0.000202 15.348147 1.00
15369767 sid26242 0.000427 15.348574 1.00
15369983 sid26243 0.000216 15.348790 1.00
15370340 sid26244 0.000357 15.349147 1.00
15370610 sid26245 0.000270 15.349417 1.00
15371120 sid26247 0.000510 15.349927 1.00
15371404 sid26248 0.000284 15.350211 1.00
15371634 sid26249 0.000230 15.350441 1.00
15371821 sid26250 0.000187 15.350628 1.00
15372317 sid26252 0.000496 15.351124 1.00
15373189 sid26255 0.000872 15.351996 1.00
15373694 sid26257 0.000505 15.352501 1.00
15373918 sid26258 0.000224 15.352725 1.00
15374098 sid26259 0.000180 15.352905 1.00
15374403 sid26260 0.000305 15.353210 1.00
15374825 sid26262 0.000422 15.353632 1.00
15375097 sid26263 0.000272 15.353904 1.00
15375350 sid26264 0.000253 15.354157 1.00
15375914 sid26266 0.000564 15.354721 1.00
15376216 sid26267 0.000302 15.355023 1.00
15376764 sid26269 0.000548 15.355571 1.00
15376980 sid26270 0.000216 15.355787 1.00
15377229 sid26271 0.000249 15.356036 1.00
15377438 sid26272 0.000209 15.356245 1.00
15377939 sid26273 0.000501 15.356746 1.00
15378124 sid26274 0.000185 15.356931 1.00
15378804 sid26276 0.000680 15.357611 1.00
15379050 sid26277 0.000246 15.357857 1.00
15379297 sid26278 0.000247 15.358104 1.00
15379550 sid26279 0.000253 15.358357 1.00
15379773 sid26280 0.000223 15.358580 1.00
15380042 sid26281 0.000269 15.358849 1.00
15380275 sid26282 0.000233 15.359082 1.00
15380508 sid26283 0.000233 15.359315 1.00
15380972 sid26285 0.000464 15.359779 1.00
15381293 sid26286 0.000321 15.360100 1.00
15381815 sid26288 0.000522 15.360622 1.00
15382453 sid26291 0.000638 15.361260 1.00
15382891 sid26293 0.000438 15.361698 1.00
15383189 sid26294 0.000298 15.361996 1.00
15383452 sid26295 0.000263 15.362259 1.00
15383679 sid26296 0.000227 15.362486 1.00
15384521 sid26299 0.000842 15.363328 1.00
15384797 sid26300 0.000276 15.363604 1.00
15384949 sid26301 0.000152 15.363756 1.00
15385276 sid26302 0.000327 15.364083 1.00
15385832 sid26304 0.000556 15.364639 1.00
15386159 sid26305 0.000327 15.364966 1.00
15386644 sid26306 0.000485 15.365451 1.00
15386924 sid26307 0.000280 15.365731 1.00
15387180 sid26308 0.000256 15.365987 1.00
15387402 sid26309 0.000222 15.366209 1.00
15388355 sid26310 0.000953 15.367162 1.00
15388811 sid26312 0.000456 15.367618 1.00
15389363 sid26314 0.000552 15.368170 1.00
15389838 sid26316 0.000475 15.368645 1.00
15390134 sid26317 0.000296 15.368941 1.00
15390376 sid26318 0.000242 15.369183 1.00
15390579 sid26319 0.000203 15.369386 1.00
15390782 sid26320 0.000203 15.369589 1.00
15391147 sid26322 0.000365 15.369954 1.00
15391863 sid26324 0.000716 15.370670 1.00
15392108 sid26325 0.000245 15.370915 1.00
15392628 sid26326 0.000520 15.371435 1.00
15392789 sid26327 0.000161 15.371596 1.00
15392992 sid26328 0.000203 15.371799 1.00
15393131 sid26329 0.000139 15.371938 1.00
15393420 sid26330 0.000289 15.372227 1.00
15393611 sid26331 0.000191 15.372418 1.00
15393865 sid26332 0.000254 15.372672 1.00
15394430 sid26333 0.000565 15.373237 1.00
15395254 sid26336 0.000824 15.374061 1.00
15395543 sid26337 0.000289 15.374350 1.00
15396050 sid26339 0.000507 15.374857 1.00
15396244 sid26340 0.000194 15.375051 1.00
15396742 sid26342 0.000498 15.375549 1.00
15397109 sid26343 0.000367 15.375916 1.00
15397349 sid26344 0.000240 15.376156 1.00
15397781 sid26346 0.000432 15.376588 1.00
15398436 sid26348 0.000655 15.377243 1.00
15398651 sid26349 0.000215 15.377458 1.00
15398832 sid26350 0.000181 15.377639 1.00
15399169 sid26351 0.000337 15.377976 1.00
15399865 sid26353 0.000696 15.378672 1.00
15400355 sid26355 0.000490 15.379162 1.00
15400930 sid26357 0.000575 15.379737 1.00
15401160 sid26358 0.000230 15.379967 1.00
15401388 sid26359 0.000228 15.380195 1.00
15401620 sid26360 0.000232 15.380427 1.00
15401809 sid26361 0.000189 15.380616 1.00
15401995 sid26362 0.000186 15.380802 1.00
15402218 sid26363 0.000223 15.381025 1.00
15402498 sid26364 0.000280 15.381305 1.00
15402749 sid26365 0.000251 15.381556 1.00
15402982 sid26366 0.000233 15.381789 1.00
15403399 sid26368 0.000417 15.382206 1.00
15403932 sid26370 0.000533 15.382739 1.00
15404176 sid26371 0.000244 15.382983 1.00
15404351 sid26372 0.000175 15.383158 1.00
15404548 sid26373 0.000197 15.383355 1.00
15404752 sid26374 0.000204 15.383559 1.00
15405368 sid26376 0.000616 15.384175 1.00
15405536 sid26377 0.000168 15.384343 1.00
15406551 sid26381 0.001015 15.385358 1.00
15406823 sid26382 0.000272 15.385630 1.00
15407156 sid26383 0.000333 15.385963 1.00
15407332 sid26384 0.000176 15.386139 1.00
15407522 sid26385 0.000190 15.386329 1.00
15407787 sid26386 0.000265 15.386594 1.00
15408023 sid26387 0.000236 15.386830 1.00
15408675 sid26389 0.000652 15.387482 1.00
15409028 sid26390 0.000353 15.387835 1.00
15409307 sid26391 0.000279 15.388114 1.00
15409516 sid26392 0.000209 15.388323 1.00
15409718 sid26393 0.000202 15.388525 1.00
15409932 sid26394 0.000214 15.388739 1.00
15410291 sid26396 0.000359 15.389098 1.00
15410462 sid26397 0.000171 15.389269 1.00
15410907 sid26399 0.000445 15.389714 1.00
15411113 sid26400 0.000206 15.389920 1.00
15411626 sid26402 0.000513 15.390433 1.00
15412058 sid26404 0.000432 15.390865 1.00
15412183 sid26405 0.000125 15.390990 1.00
15412802 sid26407 0.000619 15.391609 1.00
15413051 sid26408 0.000249 15.391858 1.00
15413297 sid26409 0.000246 15.392104 1.00
15413975 sid26412 0.000678 15.392782 1.00
15414118 sid26413 0.000143 15.392925 1.00
15414280 sid26414 0.000162 15.393087 1.00
15414507 sid26415 0.000227 15.393314 1.00
15414775 sid26416 0.000268 15.393582 1.00
15415415 sid26418 0.000640 15.394222 1.00
15415741 sid26419 0.000326 15.394548 1.00
15415908 sid26420 0.000167 15.394715 1.00
15416200 sid26421 0.000292 15.395007 1.00
15416402 sid26422 0.000202 15.395209 1.00
15417005 sid26424 0.000603 15.395812 1.00
15417252 sid26425 0.000247 15.396059 1.00
15417494 sid26426 0.000242 15.396301 1.00
15417707 sid26427 0.000213 15.396514 1.00
15417915 sid26428 0.000208 15.396722 1.00
15418101 sid26429 0.000186 15.396908 1.00
15418287 sid26430 0.000186 15.397094 1.00
15418513 sid26431 0.000226 15.397320 1.00
15418676 sid26432 0.000163 15.397483 1.00
15419137 sid26434 0.000461 15.397944 1.00
15419328 sid26435 0.000191 15.398135 1.00
15419571 sid26436 0.000243 15.398378 1.00
15419791 sid26437 0.000220 15.398598 1.00
15420245 sid26439 0.000454 15.399052 1.00
15420668 sid26441 0.000423 15.399475 1.00
15420873 sid26442 0.000205 15.399680 1.00
15421203 sid26443 0.000330 15.400010 1.00
15421659 sid26445 0.000456 15.400466 1.00
15422176 sid26447 0.000517 15.400983 1.00
15422459 sid26448 0.000283 15.401266 1.00
15422644 sid26449 0.000185 15.401451 1.00
15422848 sid26450 0.000204 15.401655 1.00
15423043 sid26451 0.000195 15.401850 1.00
15423215 sid26452 0.000172 15.402022 1.00
15423546 sid26453 0.000331 15.402353 1.00
15423684 sid26454 0.000138 15.402491 1.00
15423920 sid26455 0.000236 15.402727 1.00
15424366 sid26457 0.000446 15.403173 1.00
15424732 sid26458 0.000366 15.403539 1.00
15424948 sid26459 0.000216 15.403755 1.00
15425413 sid26461 0.000465 15.404220 1.00
15425640 sid26462 0.000227 15.404447 1.00
15425844 sid26463 0.000204 15.404651 1.00
15426011 sid26464 0.000167 15.404818 1.00
15426244 sid26465 0.000233 15.405051 1.00
15426546 sid26466 0.000302 15.405353 1.00
15426879 sid26467 0.000333 15.405686 1.00
15427495 sid26469 0.000616 15.406302 1.00
15427693 sid26470 0.000198 15.406500 1.00
15427915 sid26471 0.000222 15.406722 1.00
15428221 sid26472 0.000306 15.407028 1.00
15428612 sid26474 0.000391 15.407419 1.00
15428916 sid26475 0.000304 15.407723 1.00
15429176 sid26476 0.000260 15.407983 1.00
15429511 sid26477 0.000335 15.408318 1.00
15429972 sid26479 0.000461 15.408779 1.00
15430356 sid26481 0.000384 15.409163 1.00
15430636 sid26482 0.000280 15.409443 1.00
15431181 sid26484 0.000545 15.409988 1.00
15431436 sid26485 0.000255 15.410243 1.00
15432209 sid26487 0.000773 15.411016 1.00
15432504 sid26488 0.000295 15.411311 1.00
15432763 sid26489 0.000259 15.411570 1.00
15432969 sid26490 0.000206 15.411776 1.00
15433130 sid26491 0.000161 15.411937 1.00
15433479 sid26493 0.000349 15.412286 1.00
15433780 sid26494 0.000301 15.412587 1.00
15433927 sid26495 0.000147 15.412734 1.00
15434161 sid26496 0.000234 15.412968 1.00
15434471 sid26497 0.000310 15.413278 1.00
15434741 sid26498 0.000270 15.413548 1.00
15435158 sid26499 0.000417 15.413965 1.00
15435435 sid26500 0.000277 15.414242 1.00
15435828 sid26502 0.000393 15.414635 1.00
15436082 sid26503 0.000254 15.414889 1.00
15436450 sid26504 0.000368 15.415257 1.00
15436698 sid26505 0.000248 15.415505 1.00
15436863 sid26506 0.000165 15.415670 1.00
15437080 sid26507 0.000217 15.415887 1.00
15437333 sid26508 0.000253 15.416140 1.00
15438708 sid26510 0.001375 15.417515 1.00
15438885 sid26511 0.000177 15.417692 1.00
15439433 sid26513 0.000548 15.418240 1.00
15439858 sid26515 0.000425 15.418665 1.00
15440088 sid26516 0.000230 15.418895 1.00
15440329 sid26517 0.000241 15.419136 1.00
15441184 sid26518 0.000855 15.419991 1.00
15441439 sid26519 0.000255 15.420246 1.00
15441627 sid26520 0.000188 15.420434 1.00
15441858 sid26521 0.000231 15.420665 1.00
15442380 sid26524 0.000522 15.421187 1.00
15442629 sid26525 0.000249 15.421436 1.00
15442799 sid26526 0.000170 15.421606 1.00
15443314 sid26528 0.000515 15.422121 1.00
15443843 sid26529 0.000529 15.422650 1.00
15444194 sid26530 0.000351 15.423001 1.00
15444495 sid26531 0.000301 15.423302 1.00
15444934 sid26533 0.000439 15.423741 1.00
15445165 sid26534 0.000231 15.423972 1.00
15445405 sid26535 0.000240 15.424212 1.00
15445609 sid26536 0.000204 15.424416 1.00
15445850 sid26537 0.000241 15.424657 1.00
15446167 sid26538 0.000317 15.424974 1.00
15446343 sid26539 0.000176 15.425150 1.00
15446508 sid26540 0.000165 15.425315 1.00
15447392 sid26541 0.000884 15.426199 1.00
15447618 sid26542 0.000226 15.426425 1.00
15447844 sid26543 0.000226 15.426651 1.00
15448083 sid26544 0.000239 15.426890 1.00
15448629 sid26546 0.000546 15.427436 1.00
15448816 sid26547 0.000187 15.427623 1.00
15448953 sid26548 0.000137 15.427760 1.00
15449153 sid26549 0.000200 15.427960 1.00
15449319 sid26550 0.000166 15.428126 1.00
15449824 sid26551 0.000505 15.428631 1.00
15450088 sid26552 0.000264 15.428895 1.00
15452687 sid26555 0.002599 15.431494 1.00
15452891 sid26556 0.000204 15.431698 1.00
15453110 sid26557 0.000219 15.431917 1.00
15453342 sid26558 0.000232 15.432149 1.00
15453631 sid26559 0.000289 15.432438 1.00
15453973 sid26560 0.000342 15.432780 1.00
15454152 sid26561 0.000179 15.432959 1.00
15454637 sid26562 0.000485 15.433444 1.00
15454802 sid26563 0.000165 15.433609 1.00
15454991 sid26564 0.000189 15.433798 1.00
15455229 sid26565 0.000238 15.434036 1.00
15455479 sid26566 0.000250 15.434286 1.00
15455799 sid26568 0.000320 15.434606 1.00
15456070 sid26569 0.000271 15.434877 1.00
15456348 sid26570 0.000278 15.435155 1.00
15456539 sid26571 0.000191 15.435346 1.00
15456743 sid26572 0.000204 15.435550 1.00
15456880 sid26573 0.000137 15.435687 1.00
15457202 sid26574 0.000322 15.436009 1.00
15457763 sid26577 0.000561 15.436570 1.00
15458057 sid26578 0.000294 15.436864 1.00
15458320 sid26579 0.000263 15.437127 1.00
15458703 sid26581 0.000383 15.437510 1.00
15458967 sid26582 0.000264 15.437774 1.00
15459147 sid26583 0.000180 15.437954 1.00
15459311 sid26584 0.000164 15.438118 1.00
15460489 sid26586 0.001178 15.439296 1.00
15460830 sid26587 0.000341 15.439637 1.00
15461746 sid26590 0.000916 15.440553 1.00
15461913 sid26591 0.000167 15.440720 1.00
15462084 sid26592 0.000171 15.440891 1.00
15462390 sid26593 0.000306 15.441197 1.00
15462611 sid26594 0.000221 15.441418 1.00
15462774 sid26595 0.000163 15.441581 1.00
15462930 sid26596 0.000156 15.441737 1.00
15463451 sid26598 0.000521 15.442258 1.00
15463661 sid26599 0.000210 15.442468 1.00
15463836 sid26600 0.000175 15.442643 1.00
15464905 sid26601 0.001069 15.443712 1.00
15465154 sid26602 0.000249 15.443961 1.00
15465409 sid26603 0.000255 15.444216 1.00
15465626 sid26604 0.000217 15.444433 1.00
15465843 sid26605 0.000217 15.444650 1.00
15467291 sid26607 0.001448 15.446098 1.00
15467610 sid26608 0.000319 15.446417 1.00
15468062 sid26610 0.000452 15.446869 1.00
15468373 sid26612 0.000311 15.447180 1.00
15468545 sid26613 0.000172 15.447352 1.00
15468863 sid26614 0.000318 15.447670 1.00
15469157 sid26615 0.000294 15.447964 1.00
15469311 sid26616 0.000154 15.448118 1.00
15469547 sid26617 0.000236 15.448354 1.00
15469786 sid26618 0.000239 15.448593 1.00
15470053 sid26619 0.000267 15.448860 1.00
15470543 sid26621 0.000490 15.449350 1.00
15471153 sid26622 0.000610 15.449960 1.00
15471491 sid26624 0.000338 15.450298 1.00
15471678 sid26625 0.000187 15.450485 1.00
15472259 sid26627 0.000581 15.451066 1.00
15472731 sid26629 0.000472 15.451538 1.00
15473204 sid26631 0.000473 15.452011 1.00
15473443 sid26632 0.000239 15.452250 1.00
15474214 sid26634 0.000771 15.453021 1.00
15474459 sid26635 0.000245 15.453266 1.00
15474969 sid26636 0.000510 15.453776 1.00
15475497 sid26637 0.000528 15.454304 1.00
15476052 sid26639 0.000555 15.454859 1.00
15476444 sid26640 0.000392 15.455251 1.00
15478345 sid26643 0.001901 15.457152 1.00
15478538 sid26644 0.000193 15.457345 1.00
15478873 sid26645 0.000335 15.457680 1.00
15479319 sid26647 0.000446 15.458126 1.00
15479996 sid26649 0.000677 15.458803 1.00
15480474 sid26651 0.000478 15.459281 1.00
15480908 sid26652 0.000434 15.459715 1.00
15481184 sid26653 0.000276 15.459991 1.00
15481387 sid26654 0.000203 15.460194 1.00
15484423 sid26657 0.003036 15.463230 1.00
15485407 sid26660 0.000984 15.464214 1.00
15517019 sid26661 0.031612 15.495826 1.00
15517965 sid26662 0.000946 15.496772 1.00
15518182 sid26663 0.000217 15.496989 1.00
15518612 sid26665 0.000430 15.497419 1.00
15518875 sid26666 0.000263 15.497682 1.00
15519115 sid26667 0.000240 15.497922 1.00
15519487 sid26668 0.000372 15.498294 1.00
15520456 sid26671 0.000969 15.499263 1.00
15520696 sid26672 0.000240 15.499503 1.00
15521049 sid26673 0.000353 15.499856 1.00
15521459 sid26674 0.000410 15.500266 1.00
15521851 sid26675 0.000392 15.500658 1.00
15522023 sid26676 0.000172 15.500830 1.00
15522346 sid26677 0.000323 15.501153 1.00
15522746 sid26678 0.000400 15.501553 1.00
15523075 sid26679 0.000329 15.501882 1.00
15523402 sid26680 0.000327 15.502209 1.00
15523638 sid26681 0.000236 15.502445 1.00
15523895 sid26682 0.000257 15.502702 1.00
15524067 sid26683 0.000172 15.502874 1.00
15524321 sid26684 0.000254 15.503128 1.00
15524816 sid26686 0.000495 15.503623 1.00
15525080 sid26687 0.000264 15.503887 1.00
15525315 sid26688 0.000235 15.504122 1.00
15525573 sid26689 0.000258 15.504380 1.00
15525966 sid26690 0.000393 15.504773 1.00
15526289 sid26691 0.000323 15.505096 1.00
15526537 sid26692 0.000248 15.505344 1.00
15526868 sid26693 0.000331 15.505675 1.00
15527183 sid26694 0.000315 15.505990 1.00
15527667 sid26696 0.000484 15.506474 1.00
15527937 sid26697 0.000270 15.506744 1.00
15528241 sid26698 0.000304 15.507048 1.00
15528516 sid26699 0.000275 15.507323 1.00
15528709 sid26700 0.000193 15.507516 1.00
15529194 sid26702 0.000485 15.508001 1.00
15530054 sid26706 0.000860 15.508861 1.00
15530991 sid26709 0.000937 15.509798 1.00
15531542 sid26711 0.000551 15.510349 1.00
15531937 sid26713 0.000395 15.510744 1.00
15532157 sid26714 0.000220 15.510964 1.00
15532787 sid26716 0.000630 15.511594 1.00
15532989 sid26717 0.000202 15.511796 1.00
15533188 sid26718 0.000199 15.511995 1.00
15533351 sid26719 0.000163 15.512158 1.00
15533582 sid26720 0.000231 15.512389 1.00
15533800 sid26721 0.000218 15.512607 1.00
15534586 sid26724 0.000786 15.513393 1.00
15534821 sid26725 0.000235 15.513628 1.00
15535261 sid26726 0.000440 15.514068 1.00
15535564 sid26727 0.000303 15.514371 1.00
15535785 sid26728 0.000221 15.514592 1.00
15536100 sid26729 0.000315 15.514907 1.00
15536407 sid26730 0.000307 15.515214 1.00
15536715 sid26731 0.000308 15.515522 1.00
15537193 sid26732 0.000478 15.516000 1.00
15537592 sid26734 0.000399 15.516399 1.00
15538476 sid26737 0.000884 15.517283 1.00
15538830 sid26739 0.000354 15.517637 1.00
15539531 sid26742 0.000701 15.518338 1.00
15539784 sid26743 0.000253 15.518591 1.00
15540038 sid26744 0.000254 15.518845 1.00
15541643 sid26750 0.001605 15.520450 1.00
15541984 sid26751 0.000341 15.520791 1.00
15542347 sid26752 0.000363 15.521154 1.00
15542519 sid26753 0.000172 15.521326 1.00
15542670 sid26754 0.000151 15.521477 1.00
15543159 sid26755 0.000489 15.521966 1.00
15543502 sid26756 0.000343 15.522309 1.00
15544227 sid26758 0.000725 15.523034 1.00
15544453 sid26759 0.000226 15.523260 1.00
15544890 sid26761 0.000437 15.523697 1.00
15545105 sid26762 0.000215 15.523912 1.00
15545393 sid26763 0.000288 15.524200 1.00
15545658 sid26764 0.000265 15.524465 1.00
15545936 sid26765 0.000278 15.524743 1.00
15546184 sid26766 0.000248 15.524991 1.00
15546402 sid26767 0.000218 15.525209 1.00
15546626 sid26768 0.000224 15.525433 1.00
15546960 sid26769 0.000334 15.525767 1.00
15547136 sid26770 0.000176 15.525943 1.00
15547522 sid26771 0.000386 15.526329 1.00
15548000 sid26772 0.000478 15.526807 1.00
15548145 sid26773 0.000145 15.526952 1.00
15548378 sid26774 0.000233 15.527185 1.00
15548580 sid26775 0.000202 15.527387 1.00
15548801 sid26776 0.000221 15.527608 1.00
15549026 sid26777 0.000225 15.527833 1.00
15549489 sid26779 0.000463 15.528296 1.00
15549696 sid26780 0.000207 15.528503 1.00
15549999 sid26781 0.000303 15.528806 1.00
15550355 sid26782 0.000356 15.529162 1.00
15550585 sid26783 0.000230 15.529392 1.00
15550929 sid26784 0.000344 15.529736 1.00
15551187 sid26785 0.000258 15.529994 1.00
15551367 sid26786 0.000180 15.530174 1.00
15551575 sid26787 0.000208 15.530382 1.00
15551807 sid26788 0.000232 15.530614 1.00
15552004 sid26789 0.000197 15.530811 1.00
15552303 sid26790 0.000299 15.531110 1.00
15552596 sid26791 0.000293 15.531403 1.00
15557739 sid26793 0.005143 15.536546 1.00
15567617 sid26794 0.009878 15.546424 1.00
15568824 sid26795 0.001207 15.547631 1.00
15569195 sid26796 0.000371 15.548002 1.00
15578289 sid26797 0.009094 15.557096 1.00
15591333 sid26798 0.013044 15.570140 1.00
15597550 sid26801 0.006217 15.576357 1.00
15597745 sid26802 0.000195 15.576552 1.00
15598225 sid26804 0.000480 15.577032 1.00
15598508 sid26805 0.000283 15.577315 1.00
15599334 sid26808 0.000826 15.578141 1.00
15619785 sid26809 0.020451 15.598592 1.00
15625290 sid26810 0.005505 15.604097 1.00
15638616 sid26811 0.013326 15.617423 1.00
15640317 sid26813 0.001701 15.619124 1.00
15640587 sid26814 0.000270 15.619394 1.00
15641027 sid26816 0.000440 15.619834 1.00
15641254 sid26817 0.000227 15.620061 1.00
15641653 sid26819 0.000399 15.620460 1.00
15641931 sid26820 0.000278 15.620738 1.00
15642159 sid26821 0.000228 15.620966 1.00
15642360 sid26822 0.000201 15.621167 1.00
15642534 sid26823 0.000174 15.621341 1.00
15643113 sid26825 0.000579 15.621920 1.00
15643686 sid26827 0.000573 15.622493 1.00
15644083 sid26828 0.000397 15.622890 1.00
15644251 sid26829 0.000168 15.623058 1.00
15644414 sid26830 0.000163 15.623221 1.00
15644620 sid26831 0.000206 15.623427 1.00
15644838 sid26832 0.000218 15.623645 1.00
15645098 sid26833 0.000260 15.623905 1.00
15645401 sid26834 0.000303 15.624208 1.00
15645719 sid26835 0.000318 15.624526 1.00
15646193 sid26837 0.000474 15.625000 1.00
15646452 sid26838 0.000259 15.625259 1.00
15646672 sid26839 0.000220 15.625479 1.00
